"","E11","E13","E15","E18","E21","P0","P7","P14","A","Class1","Class2"
"1",1,0.200000002980232,0.310000002384186,0.239999994635582,0.400000005960464,0.270000010728836,0.189999997615814,0.0500000007450581,0,"1","1"
"2",1,0.769999980926514,0.209999993443489,0.370000004768372,0.400000005960464,0.439999997615814,0.680000007152557,0.689999997615814,0.469999998807907,"1","1"
"3",0.490000009536743,0.629999995231628,1,0.540000021457672,0.289999991655350,0.219999998807907,0.100000001490116,0.100000001490116,0.0799999982118607,"1","1"
"4",0.0199999995529652,0.270000010728836,0.819999992847443,0.870000004768372,0.879999995231628,0.790000021457672,0.759999990463257,0.839999973773956,1,"1","1"
"5",0.360000014305115,0.620000004768372,0.699999988079071,0.810000002384186,0.97000002861023,0.959999978542328,0.77999997138977,0.77999997138977,1,"1","1"
"6",0.0599999986588955,0.170000001788139,0.52999997138977,0.959999978542328,1,0.899999976158142,0.509999990463257,0.419999986886978,0.400000005960464,"1","1"
"7",0.0299999993294477,0.370000004768372,0.449999988079071,0.660000026226044,0.660000026226044,0.899999976158142,1,0.52999997138977,0.300000011920929,"1","1"
"8",0.0199999995529652,0.119999997317791,0.189999997615814,0.150000005960464,0.159999996423721,0.25,0.239999994635582,0.490000009536743,1,"1","1"
"9",0.0399999991059303,0.0299999993294477,0.129999995231628,0.280000001192093,0.379999995231628,0.409999996423721,0.469999998807907,1,0.949999988079071,"1","1"
"10",0.0799999982118607,0.259999990463257,0.660000026226044,0.620000004768372,0.819999992847443,0.839999973773956,1,0.9200000166893,0.740000009536743,"1","1"
"11",0.150000005960464,0.379999995231628,0.759999990463257,0.77999997138977,1,0.8299999833107,0.879999995231628,0.850000023841858,0.810000002384186,"1","1"
"12",0.0199999995529652,0,0.219999998807907,0.569999992847443,0.649999976158142,0.589999973773956,0.629999995231628,1,0.949999988079071,"1","1"
"13",0,0,0,0.0299999993294477,0.310000002384186,0.430000007152557,1,0.860000014305115,0.75,"1","1"
"14",0,0,0,0,0,0.180000007152557,0.699999988079071,1,0.870000004768372,"1","1"
"15",0.0900000035762787,0.289999991655350,0.6700000166893,1,0.839999973773956,0.730000019073486,0.699999988079071,0.610000014305115,0.620000004768372,"1","2"
"16",0.0500000007450581,0.119999997317791,0.810000002384186,0.990000009536743,1,0.959999978542328,0.810000002384186,0.689999997615814,0.680000007152557,"1","2"
"17",0.0799999982118607,0.0799999982118607,0.300000011920929,0.77999997138977,1,0.889999985694885,0.730000019073486,0.639999985694885,0.579999983310699,"1","2"
"18",0.319999992847443,0.589999973773956,1,0.800000011920929,0.569999992847443,0.430000007152557,0.280000001192093,0.239999994635582,0.129999995231628,"1","2"
"19",0.0900000035762787,0.259999990463257,0.839999973773956,1,0.52999997138977,0.259999990463257,0.0700000002980232,0.0299999993294477,0,"1","2"
"20",0.150000005960464,0.189999997615814,1,0.680000007152557,0.839999973773956,0.8299999833107,0.860000014305115,0.810000002384186,0.819999992847443,"1","2"
"21",0,0.00999999977648258,0.25,0.230000004172325,0.46000000834465,0.419999986886978,0.560000002384186,0.709999978542328,1,"1","2"
"22",0.0399999991059303,0.100000001490116,0.389999985694885,0.649999976158142,0.77999997138977,0.8299999833107,1,0.9200000166893,0.939999997615814,"1","2"
"23",0.9200000166893,1,0.899999976158142,0.800000011920929,0.77999997138977,0.77999997138977,0.699999988079071,0.660000026226044,0.560000002384186,"1","2"
"24",0.519999980926514,1,0.819999992847443,0.660000026226044,0.52999997138977,0.569999992847443,0.189999997615814,0.230000004172325,0,"1","2"
"25",0.0500000007450581,0.150000005960464,0.730000019073486,0.680000007152557,0.930000007152557,1,0.860000014305115,0.699999988079071,0.479999989271164,"1","2"
"26",0.300000011920929,0.409999996423721,0.52999997138977,0.639999985694885,0.680000007152557,0.77999997138977,0.850000023841858,0.97000002861023,1,"2","3"
"27",0.00999999977648258,0.0500000007450581,0.589999973773956,0.800000011920929,0.800000011920929,0.879999995231628,0.790000021457672,0.930000007152557,1,"2","3"
"28",0.170000001788139,0.159999996423721,0.899999976158142,1,0.9200000166893,0.790000021457672,0.639999985694885,0.839999973773956,0.730000019073486,"2","3"
"29",0.00999999977648258,0.189999997615814,0.52999997138977,0.810000002384186,1,0.930000007152557,0.6700000166893,0.52999997138977,0.219999998807907,"2","3"
"30",0.0599999986588955,0.0599999986588955,0.540000021457672,0.939999997615814,0.980000019073486,0.939999997615814,0.8299999833107,1,0.870000004768372,"2","3"
"31",0,0,0.330000013113022,0.579999983310699,0.569999992847443,0.52999997138977,0.540000021457672,1,0.509999990463257,"2","3"
"32",0,0,0,1,0.579999983310699,0.660000026226044,0.660000026226044,0.270000010728836,0.170000001788139,"2","3"
"33",0.270000010728836,0.360000014305115,0.740000009536743,0.740000009536743,0.810000002384186,0.790000021457672,0.689999997615814,1,0.569999992847443,"2","3"
"34",0.00999999977648258,0.0299999993294477,0.230000004172325,0.5,0.479999989271164,0.579999983310699,0.550000011920929,0.97000002861023,1,"2","3"
"35",0,0.319999992847443,0.730000019073486,0.8299999833107,0.810000002384186,0.629999995231628,0.540000021457672,0.649999976158142,1,"2","3"
"36",0.129999995231628,0.180000007152557,0.540000021457672,0.850000023841858,1,0.9200000166893,0.689999997615814,0.730000019073486,0.610000014305115,"2","3"
"37",0,0,0,0.200000002980232,0.209999993443489,0.25,0.180000007152557,0.449999988079071,1,"2","4"
"38",0,0.419999986886978,0.360000014305115,0.860000014305115,0.8299999833107,1,0.75,0.109999999403954,0.25,"2","4"
"39",0.0199999995529652,0.0700000002980232,0.400000005960464,0.790000021457672,0.899999976158142,0.77999997138977,0.660000026226044,0.9200000166893,1,"2","4"
"40",0,0,0.140000000596046,0.289999991655350,0.899999976158142,1,0.709999978542328,0.379999995231628,0.519999980926514,"2","4"
"41",0,0,0.159999996423721,1,0.800000011920929,0.759999990463257,0.730000019073486,0.5,0.610000014305115,"2","4"
"42",0,0.140000000596046,0.639999985694885,0.680000007152557,0.910000026226044,1,0.479999989271164,0.0900000035762787,0.180000007152557,"2","4"
"43",0,0.119999997317791,0.310000002384186,0.870000004768372,0.9200000166893,0.870000004768372,0.639999985694885,1,0.759999990463257,"2","4"
"44",0.200000002980232,0,1,0.870000004768372,0.97000002861023,0.8299999833107,0.5,0.5,0.330000013113022,"2","4"
"45",0,0,0.189999997615814,1,0.839999973773956,0.879999995231628,0.870000004768372,0.430000007152557,0.5,"2","4"
"46",0,0,0,0,0,0.0599999986588955,0.140000000596046,0.379999995231628,1,"2","4"
"47",0.0700000002980232,0,0.490000009536743,0.730000019073486,0.709999978542328,0.680000007152557,0.490000009536743,0.810000002384186,1,"2","4"
"48",0,0,0,0.379999995231628,0.680000007152557,1,0.589999973773956,0.209999993443489,0.340000003576279,"2","4"
"49",0.6700000166893,0.620000004768372,0.330000013113022,0.759999990463257,0.990000009536743,1,0.5,0.319999992847443,0.219999998807907,"2","4"
"50",0,0,0,0.379999995231628,0.879999995231628,1,0.810000002384186,0.689999997615814,0.5,"2","5"
"51",0.00999999977648258,0.150000005960464,0.939999997615814,0.600000023841858,0.879999995231628,1,0.589999973773956,0.469999998807907,0.25,"2","5"
"52",0.140000000596046,0.689999997615814,1,0.689999997615814,0.889999985694885,0.850000023841858,0.680000007152557,0.610000014305115,0.140000000596046,"2","5"
"53",0.230000004172325,0.8299999833107,1,0.860000014305115,0.879999995231628,0.790000021457672,0.620000004768372,0.349999994039536,0.349999994039536,"2","5"
"54",0.939999997615814,1,0.189999997615814,0.5,0.310000002384186,0.689999997615814,0.689999997615814,0,0,"2","5"
"55",0.469999998807907,0.109999999403954,0.119999997317791,0.889999985694885,1,0.939999997615814,0.740000009536743,0.910000026226044,0.5,"2","5"
"56",0.379999995231628,1,0,0,0,0,0,0,0,"2","5"
"57",0,0,1,0.270000010728836,0,0.0399999991059303,0,0,0.150000005960464,"2","5"
"58",0.0399999991059303,0.0299999993294477,0.259999990463257,0.689999997615814,0.77999997138977,0.800000011920929,0.97000002861023,1,0.52999997138977,"2","5"
"59",0.109999999403954,0.180000007152557,0.289999991655350,0.5,1,0.980000019073486,0.370000004768372,0.389999985694885,0.109999999403954,"2","5"
"60",0.289999991655350,0.200000002980232,0.0900000035762787,0.200000002980232,0.46000000834465,0.490000009536743,0.639999985694885,1,0.589999973773956,"2","5"
"61",0.150000005960464,0.340000003576279,0.560000002384186,0.759999990463257,1,0.990000009536743,0.699999988079071,0.629999995231628,0.300000011920929,"2","6"
"62",0,0,0.109999999403954,0.579999983310699,0.730000019073486,0.810000002384186,1,0.9200000166893,0.819999992847443,"2","6"
"63",0.150000005960464,0.100000001490116,0.430000007152557,0.810000002384186,1,0.8299999833107,0.790000021457672,0.639999985694885,0.540000021457672,"2","6"
"64",0.140000000596046,0.140000000596046,0.519999980926514,0.759999990463257,0.759999990463257,1,0.72000002861023,0.170000001788139,0.0299999993294477,"2","6"
"65",0.300000011920929,0.589999973773956,0.140000000596046,0.200000002980232,0.180000007152557,0.239999994635582,0.170000001788139,0.349999994039536,1,"3","7"
"66",0.629999995231628,1,0.75,0.360000014305115,0.479999989271164,0.330000013113022,0,0.0500000007450581,0.360000014305115,"3","7"
"67",0.660000026226044,1,0.639999985694885,0.949999988079071,1,0.839999973773956,0.589999973773956,0.550000011920929,0.439999997615814,"3","7"
"68",0.639999985694885,0.660000026226044,0.270000010728836,0.259999990463257,0.400000005960464,0.759999990463257,0.870000004768372,0.899999976158142,1,"3","7"
"69",0,0.300000011920929,1,0.189999997615814,0.0700000002980232,0.0900000035762787,0.0700000002980232,0.0399999991059303,0,"3","7"
"70",0.0599999986588955,0.0900000035762787,1,0.409999996423721,0.519999980926514,0.540000021457672,0.569999992847443,0.5,0.589999973773956,"3","7"
"71",0.150000005960464,0.419999986886978,1,0.699999988079071,0.819999992847443,0.97000002861023,0.75,0.980000019073486,0.980000019073486,"3","7"
"72",0.850000023841858,0.959999978542328,0.959999978542328,0.889999985694885,1,0.910000026226044,0.810000002384186,0.839999973773956,0.949999988079071,"3","7"
"73",0.680000007152557,1,0.790000021457672,0.550000011920929,0.430000007152557,0.5,0.589999973773956,0.469999998807907,0.270000010728836,"3","8"
"74",0.800000011920929,0.899999976158142,1,0.759999990463257,0.75,0.699999988079071,0.819999992847443,0.899999976158142,0.629999995231628,"3","8"
"75",1,0.879999995231628,0.200000002980232,0.270000010728836,0.540000021457672,0.540000021457672,0.389999985694885,0.239999994635582,0.119999997317791,"3","8"
"76",0.389999985694885,0.5,0.200000002980232,0.370000004768372,0.579999983310699,0.899999976158142,0.97000002861023,0.189999997615814,1,"3","8"
"77",0.00999999977648258,0.0799999982118607,0.100000001490116,0.310000002384186,0.550000011920929,0.680000007152557,0.740000009536743,0.740000009536743,1,"3","8"
"78",0.00999999977648258,0.0399999991059303,0.159999996423721,0.209999993443489,0.479999989271164,0.419999986886978,0.689999997615814,0.639999985694885,1,"3","8"
"79",0.870000004768372,0.709999978542328,0.680000007152557,0.8299999833107,0.870000004768372,0.75,0.769999980926514,1,1,"3","8"
"80",0.550000011920929,1,0.550000011920929,0.5,0.0900000035762787,0,0,0,0,"3","8"
"81",0.270000010728836,0.479999989271164,0.330000013113022,0.5,1,0.77999997138977,0.910000026226044,0.759999990463257,0.259999990463257,"3","8"
"82",1,0.9200000166893,0.610000014305115,0.75,0.879999995231628,0.860000014305115,0.759999990463257,0.839999973773956,0.889999985694885,"3","8"
"83",0.819999992847443,1,0.980000019073486,0.319999992847443,0.319999992847443,0.319999992847443,0.319999992847443,0.280000001192093,0.5,"3","8"
"84",0.600000023841858,0.819999992847443,1,0.72000002861023,0.569999992847443,0.560000002384186,0.680000007152557,0.819999992847443,0.819999992847443,"3","8"
"85",1,0,0,0,0,0,0,0,0,"3","9"
"86",1,0.850000023841858,0.709999978542328,0.709999978542328,0.730000019073486,0.649999976158142,0.639999985694885,0.469999998807907,0.980000019073486,"3","9"
"87",0.769999980926514,0.980000019073486,0.910000026226044,0.850000023841858,1,0.97000002861023,0.790000021457672,0.77999997138977,0.810000002384186,"3","9"
"88",0.899999976158142,1,0.839999973773956,0.77999997138977,0.540000021457672,0.569999992847443,0.430000007152557,0.400000005960464,0.189999997615814,"3","9"
"89",0.6700000166893,0.660000026226044,0.980000019073486,0.949999988079071,1,0.959999978542328,0.790000021457672,0.319999992847443,0.370000004768372,"3","9"
"90",0.769999980926514,0.629999995231628,1,0.620000004768372,0.519999980926514,0.610000014305115,0.379999995231628,0.560000002384186,0.589999973773956,"3","9"
"91",1,0.689999997615814,0.860000014305115,0.730000019073486,0.560000002384186,0.509999990463257,0.419999986886978,0.310000002384186,0.280000001192093,"3","9"
"92",0.879999995231628,0.860000014305115,0.899999976158142,0.939999997615814,1,0.990000009536743,0.699999988079071,0.349999994039536,0.620000004768372,"4","10"
"93",0.870000004768372,0.709999978542328,0.550000011920929,0.579999983310699,0.600000023841858,0.709999978542328,0.699999988079071,1,0.600000023841858,"4","10"
"94",0.479999989271164,0.419999986886978,0.649999976158142,0.620000004768372,0.680000007152557,0.620000004768372,0.810000002384186,0.939999997615814,1,"4","10"
"95",0.620000004768372,0.72000002861023,0.620000004768372,0.490000009536743,0.870000004768372,1,0.360000014305115,0.280000001192093,0.180000007152557,"4","10"
"96",1,0.910000026226044,0.97000002861023,0.860000014305115,0.949999988079071,0.769999980926514,0.810000002384186,0.639999985694885,0.629999995231628,"4","11"
"97",0.990000009536743,0.990000009536743,1,0.490000009536743,0.519999980926514,0.469999998807907,0.419999986886978,0.230000004172325,0.0199999995529652,"4","11"
"98",0.870000004768372,0.939999997615814,0.879999995231628,1,0.930000007152557,0.879999995231628,0.810000002384186,0.680000007152557,0.8299999833107,"4","11"
"99",0,0.00999999977648258,0.560000002384186,0.730000019073486,0.990000009536743,0.990000009536743,0.959999978542328,0.860000014305115,1,"4","11"
"100",0.230000004172325,0.46000000834465,0.490000009536743,0.349999994039536,0.449999988079071,0.400000005960464,0.419999986886978,0.509999990463257,1,"4","12"
"101",0.109999999403954,0.109999999403954,0.200000002980232,0.310000002384186,0.360000014305115,0.589999973773956,0.389999985694885,0.349999994039536,1,"4","12"
"102",0.810000002384186,1,0.610000014305115,0.660000026226044,0.550000011920929,0.5,0.340000003576279,0.409999996423721,0.270000010728836,"4","12"
"103",0.899999976158142,0.850000023841858,0.860000014305115,0.879999995231628,0.980000019073486,1,0.990000009536743,0.910000026226044,0.72000002861023,"4","12"
"104",0.810000002384186,0.72000002861023,0.72000002861023,0.680000007152557,0.850000023841858,1,0.889999985694885,0.850000023841858,0.959999978542328,"4","13"
"105",0.910000026226044,0.569999992847443,0.569999992847443,0.469999998807907,0.600000023841858,0.930000007152557,0.709999978542328,0.660000026226044,1,"4","13"
"106",0.839999973773956,0.689999997615814,0.75,1,0.769999980926514,0.730000019073486,0.800000011920929,0.639999985694885,0.769999980926514,"4","13"
"107",1,0.569999992847443,0.52999997138977,0.759999990463257,0.569999992847443,0.589999973773956,0.75,0.540000021457672,0.699999988079071,"4","13"
"108",1,1,0.6700000166893,0.72000002861023,0.870000004768372,0.730000019073486,0.639999985694885,0.409999996423721,0.300000011920929,"4","14"
"109",0.509999990463257,0.419999986886978,0.72000002861023,0.75,1,0.709999978542328,0.740000009536743,0.649999976158142,0.349999994039536,"4","14"
"110",1,0.97000002861023,0,0,0,0,0,0,0,"4","14"
"111",0.340000003576279,0.469999998807907,1,0.860000014305115,0.740000009536743,0.589999973773956,0.310000002384186,0.189999997615814,0.159999996423721,"4","14"
"112",0.680000007152557,0.629999995231628,0.699999988079071,0.72000002861023,0.740000009536743,0.680000007152557,0.649999976158142,0.790000021457672,1,"4","14"
